,number_in_list,fold_enrichment,fdr,expected,number_in_reference,pValue,plus_minus,id,label,main_category
1399,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0071267,L-methionine salvage,biologicalProcess
1398,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0015749,monosaccharide transmembrane transport,biologicalProcess
1397,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0006413,translational initiation,biologicalProcess
1396,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0006782,protoporphyrinogen IX biosynthetic process,biologicalProcess
1395,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0046184,aldehyde biosynthetic process,biologicalProcess
1394,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0046185,aldehyde catabolic process,biologicalProcess
1393,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0042710,biofilm formation,biologicalProcess
1392,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0051703,intraspecies interaction between organisms,biologicalProcess
1391,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0030148,sphingolipid biosynthetic process,biologicalProcess
1390,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0042743,hydrogen peroxide metabolic process,biologicalProcess
1389,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0042744,hydrogen peroxide catabolic process,biologicalProcess
1388,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0006470,protein dephosphorylation,biologicalProcess
1387,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0120252,hydrocarbon metabolic process,biologicalProcess
1386,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0046500,S-adenosylmethionine metabolic process,biologicalProcess
1385,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0046501,protoporphyrinogen IX metabolic process,biologicalProcess
1414,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0006047,UDP-N-acetylglucosamine metabolic process,biologicalProcess
1415,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0055067,monovalent inorganic cation homeostasis,biologicalProcess
1416,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0030004,cellular monovalent inorganic cation homeostasis,biologicalProcess
1417,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:1901698,response to nitrogen compound,biologicalProcess
1447,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:1902652,secondary alcohol metabolic process,biologicalProcess
1446,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0006567,threonine catabolic process,biologicalProcess
1445,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0006591,ornithine metabolic process,biologicalProcess
1444,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0006596,polyamine biosynthetic process,biologicalProcess
1443,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0043952,protein transport by the Sec complex,biologicalProcess
1442,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:1901269,lipooligosaccharide metabolic process,biologicalProcess
1441,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:1901271,lipooligosaccharide biosynthetic process,biologicalProcess
1440,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0034656,nucleobase-containing small molecule catabolic process,biologicalProcess
1439,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0046903,secretion,biologicalProcess
1438,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0019627,urea metabolic process,biologicalProcess
1437,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0009200,deoxyribonucleoside triphosphate metabolic process,biologicalProcess
1436,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0009229,thiamine diphosphate biosynthetic process,biologicalProcess
1435,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0018205,peptidyl-lysine modification,biologicalProcess
1434,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0009245,lipid A biosynthetic process,biologicalProcess
1449,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0006829,zinc ion transport,biologicalProcess
1433,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0009263,deoxyribonucleotide biosynthetic process,biologicalProcess
1431,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0019350,teichoic acid biosynthetic process,biologicalProcess
1430,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0098630,aggregation of unicellular organisms,biologicalProcess
1429,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0044121,growth of symbiont in host vacuole,biologicalProcess
1428,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0010125,mycothiol biosynthetic process,biologicalProcess
1427,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0015936,coenzyme A metabolic process,biologicalProcess
1426,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0015937,coenzyme A biosynthetic process,biologicalProcess
1514,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0098813,nuclear chromosome segregation,biologicalProcess
1424,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0046374,teichoic acid metabolic process,biologicalProcess
1423,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0006638,neutral lipid metabolic process,biologicalProcess
1422,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0006639,acylglycerol metabolic process,biologicalProcess
1421,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0006641,triglyceride metabolic process,biologicalProcess
1420,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0032506,cytokinetic process,biologicalProcess
1419,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0006302,double-strand break repair,biologicalProcess
1418,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0006673,inositol phosphoceramide metabolic process,biologicalProcess
1432,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0019692,deoxyribose phosphate metabolic process,biologicalProcess
1515,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0042121,alginic acid biosynthetic process,biologicalProcess
1540,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006178,guanine salvage,biologicalProcess
1517,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008380,RNA splicing,biologicalProcess
1613,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0030104,water homeostasis,biologicalProcess
1612,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0072387,flavin adenine dinucleotide metabolic process,biologicalProcess
1611,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0072388,flavin adenine dinucleotide biosynthetic process,biologicalProcess
1610,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006430,lysyl-tRNA aminoacylation,biologicalProcess
1609,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006433,prolyl-tRNA aminoacylation,biologicalProcess
1608,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006434,seryl-tRNA aminoacylation,biologicalProcess
1607,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006797,polyphosphate metabolic process,biologicalProcess
1606,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:2001060,D-glycero-D-manno-heptose 7-phosphate metabolic process,biologicalProcess
1605,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006799,polyphosphate biosynthetic process,biologicalProcess
1604,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006437,tyrosyl-tRNA aminoacylation,biologicalProcess
1603,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:2001061,D-glycero-D-manno-heptose 7-phosphate biosynthetic process,biologicalProcess
1602,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006438,valyl-tRNA aminoacylation,biologicalProcess
1601,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0002098,tRNA wobble uridine modification,biologicalProcess
1600,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0002099,tRNA wobble guanine modification,biologicalProcess
1599,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008616,queuosine biosynthetic process,biologicalProcess
1598,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009713,catechol-containing compound biosynthetic process,biologicalProcess
1597,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0051704,multi-organism process,biologicalProcess
1596,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0000819,sister chromatid segregation,biologicalProcess
1595,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:1901110,actinorhodin metabolic process,biologicalProcess
1594,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:1901112,actinorhodin biosynthetic process,biologicalProcess
1593,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006101,citrate metabolic process,biologicalProcess
1592,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006103,2-oxoglutarate metabolic process,biologicalProcess
1591,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006469,negative regulation of protein kinase activity,biologicalProcess
1590,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006108,malate metabolic process,biologicalProcess
1589,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0000820,regulation of glutamine family amino acid metabolic process,biologicalProcess
1588,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:1990822,basic amino acid transmembrane transport,biologicalProcess
1587,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006475,internal protein amino acid acetylation,biologicalProcess
1586,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006114,glycerol biosynthetic process,biologicalProcess
1585,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0051725,protein de-ADP-ribosylation,biologicalProcess
1614,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0002082,regulation of oxidative phosphorylation,biologicalProcess
1615,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006429,leucyl-tRNA aminoacylation,biologicalProcess
1616,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006428,isoleucyl-tRNA aminoacylation,biologicalProcess
1617,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006427,histidyl-tRNA aminoacylation,biologicalProcess
1647,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0072344,rescue of stalled ribosome,biologicalProcess
1646,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006750,glutathione biosynthetic process,biologicalProcess
1645,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0097035,regulation of membrane lipid distribution,biologicalProcess
1644,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0070179,D-serine biosynthetic process,biologicalProcess
1643,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0071262,regulation of translational initiation in response to starvation,biologicalProcess
1642,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0071264,positive regulation of translational initiation in response to starvation,biologicalProcess
1641,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0046144,D-alanine family amino acid metabolic process,biologicalProcess
1640,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0046145,D-alanine family amino acid biosynthetic process,biologicalProcess
1639,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0030433,ubiquitin-dependent ERAD pathway,biologicalProcess
1638,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0030436,asexual sporulation,biologicalProcess
1637,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006761,dihydrofolate biosynthetic process,biologicalProcess
1636,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006402,mRNA catabolic process,biologicalProcess
1635,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0036088,D-serine catabolic process,biologicalProcess
1634,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0032970,regulation of actin filament-based process,biologicalProcess
1584,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0048033,heme o metabolic process,biologicalProcess
1633,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0015743,malate transport,biologicalProcess
1631,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0030447,filamentous growth,biologicalProcess
1630,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0030448,hyphal growth,biologicalProcess
1629,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0097053,L-kynurenine catabolic process,biologicalProcess
1628,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0097056,selenocysteinyl-tRNA(Sec) biosynthetic process,biologicalProcess
1627,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0015755,fructose transmembrane transport,biologicalProcess
1626,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0046160,heme a metabolic process,biologicalProcess
1625,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0032989,cellular component morphogenesis,biologicalProcess
1624,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0046167,glycerol-3-phosphate biosynthetic process,biologicalProcess
1623,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006780,uroporphyrinogen III biosynthetic process,biologicalProcess
1622,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006784,heme A biosynthetic process,biologicalProcess
1621,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006422,aspartyl-tRNA aminoacylation,biologicalProcess
1620,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006424,glutamyl-tRNA aminoacylation,biologicalProcess
1619,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006788,heme oxidation,biologicalProcess
1618,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006426,glycyl-tRNA aminoacylation,biologicalProcess
1632,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0015746,citrate transport,biologicalProcess
1516,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0042120,alginic acid metabolic process,biologicalProcess
1583,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0048034,heme O biosynthetic process,biologicalProcess
1581,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006481,C-terminal protein methylation,biologicalProcess
1546,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0019852,L-ascorbic acid metabolic process,biologicalProcess
1545,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0019853,L-ascorbic acid biosynthetic process,biologicalProcess
1544,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0019859,thymine metabolic process,biologicalProcess
1543,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006171,cAMP biosynthetic process,biologicalProcess
1542,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0051781,positive regulation of cell division,biologicalProcess
1541,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009436,glyoxylate catabolic process,biologicalProcess
1384,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0009164,nucleoside catabolic process,biologicalProcess
1539,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009437,carnitine metabolic process,biologicalProcess
1538,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009439,cyanate metabolic process,biologicalProcess
1537,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0019860,uracil metabolic process,biologicalProcess
1536,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:1903362,regulation of cellular protein catabolic process,biologicalProcess
1535,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0016246,RNA interference,biologicalProcess
1534,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0033477,S-methylmethionine metabolic process,biologicalProcess
1533,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009440,cyanate catabolic process,biologicalProcess
1532,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0034204,lipid translocation,biologicalProcess
1531,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0043549,regulation of kinase activity,biologicalProcess
1530,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008361,regulation of cell size,biologicalProcess
1529,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0019516,lactate oxidation,biologicalProcess
1528,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0016259,selenocysteine metabolic process,biologicalProcess
1527,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0043555,regulation of translation in response to stress,biologicalProcess
1526,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0043558,regulation of translational initiation in response to stress,biologicalProcess
1525,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0016260,selenocysteine biosynthetic process,biologicalProcess
1524,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0034587,piRNA metabolic process,biologicalProcess
1523,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0034227,tRNA thio-modification,biologicalProcess
1522,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009106,lipoate metabolic process,biologicalProcess
1521,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009107,lipoate biosynthetic process,biologicalProcess
1520,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0032056,positive regulation of translation in response to stress,biologicalProcess
1519,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0032058,positive regulation of translational initiation in response to stress,biologicalProcess
1518,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0106004,tRNA (guanine-N7)-methylation,biologicalProcess
1547,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0035998,"7,8-dihydroneopterin 3'-triphosphate biosynthetic process",biologicalProcess
1548,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0051776,detection of redox state,biologicalProcess
1549,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0090071,negative regulation of ribosome biogenesis,biologicalProcess
1550,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0030198,extracellular matrix organization,biologicalProcess
1580,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0042758,long-chain fatty acid catabolic process,biologicalProcess
1579,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009743,response to carbohydrate,biologicalProcess
1578,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009746,response to hexose,biologicalProcess
1577,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009749,response to glucose,biologicalProcess
1576,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:1902224,ketone body metabolic process,biologicalProcess
1575,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0120251,hydrocarbon biosynthetic process,biologicalProcess
1574,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0016553,base conversion or substitution editing,biologicalProcess
1573,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0050650,chondroitin sulfate proteoglycan biosynthetic process,biologicalProcess
1572,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0016556,mRNA modification,biologicalProcess
1571,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008300,isoprenoid catabolic process,biologicalProcess
1570,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0030166,proteoglycan biosynthetic process,biologicalProcess
1569,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0050654,chondroitin sulfate proteoglycan metabolic process,biologicalProcess
1568,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0042400,ectoine catabolic process,biologicalProcess
1567,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006493,protein O-linked glycosylation,biologicalProcess
1582,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0008655,pyrimidine-containing compound salvage,biologicalProcess
1566,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0001932,regulation of protein phosphorylation,biologicalProcess
1564,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:1904407,positive regulation of nitric oxide metabolic process,biologicalProcess
1563,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0035600,tRNA methylthiolation,biologicalProcess
1562,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0016567,protein ubiquitination,biologicalProcess
1561,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0042413,carnitine catabolic process,biologicalProcess
1560,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0042777,plasma membrane ATP synthesis coupled proton transport,biologicalProcess
1559,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009403,toxin biosynthetic process,biologicalProcess
1558,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0009404,toxin metabolic process,biologicalProcess
1557,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0006146,adenine catabolic process,biologicalProcess
1556,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0060733,regulation of eIF2 alpha phosphorylation by amino acid starvation,biologicalProcess
1555,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0010927,cellular component assembly involved in morphogenesis,biologicalProcess
1554,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0016573,histone acetylation,biologicalProcess
1553,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0051761,sesquiterpene metabolic process,biologicalProcess
1552,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0051762,sesquiterpene biosynthetic process,biologicalProcess
1551,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0090069,regulation of ribosome biogenesis,biologicalProcess
1565,0,0.0,1.0,0.020326724030427002,1,1.000000000003873,-,GO:0001933,negative regulation of protein phosphorylation,biologicalProcess
1383,0,0.0,1.0,0.12196034418256602,6,1.000000000003346,-,GO:0044010,single-species biofilm formation,biologicalProcess
1358,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0006559,L-phenylalanine catabolic process,biologicalProcess
1381,0,0.0,1.0,0.5284948247911211,26,1.000000000003325,-,GO:0051649,establishment of localization in cell,biologicalProcess
1213,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0030162,regulation of proteolysis,biologicalProcess
1212,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0035601,protein deacylation,biologicalProcess
1211,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0016569,covalent chromatin modification,biologicalProcess
1210,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0016570,histone modification,biologicalProcess
1209,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0051409,response to nitrosative stress,biologicalProcess
1208,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0070813,hydrogen sulfide metabolic process,biologicalProcess
1207,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0042436,indole-containing compound catabolic process,biologicalProcess
1206,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0006166,purine ribonucleoside salvage,biologicalProcess
1205,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0006177,GMP biosynthetic process,biologicalProcess
1204,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0018410,C-terminal protein amino acid modification,biologicalProcess
1203,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0042450,arginine biosynthetic process via ornithine,biologicalProcess
1202,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0019509,L-methionine salvage from methylthioadenosine,biologicalProcess
1201,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0006183,GTP biosynthetic process,biologicalProcess
1200,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0009445,putrescine metabolic process,biologicalProcess
1199,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0009446,putrescine biosynthetic process,biologicalProcess
1198,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0045727,positive regulation of translation,biologicalProcess
1197,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0035672,oligopeptide transmembrane transport,biologicalProcess
1196,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0001666,response to hypoxia,biologicalProcess
1195,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0019556,histidine catabolic process to glutamate and formamide,biologicalProcess
1194,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0019557,histidine catabolic process to glutamate and formate,biologicalProcess
1193,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0034250,positive regulation of cellular amide metabolic process,biologicalProcess
1192,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0070525,tRNA threonylcarbamoyladenosine metabolic process,biologicalProcess
1191,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0019566,arabinose metabolic process,biologicalProcess
1190,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0051131,chaperone-mediated protein complex assembly,biologicalProcess
1189,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0009146,purine nucleoside triphosphate catabolic process,biologicalProcess
1188,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0019577,aldaric acid metabolic process,biologicalProcess
1187,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0019579,aldaric acid catabolic process,biologicalProcess
1186,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0019220,regulation of phosphate metabolic process,biologicalProcess
1185,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0009176,pyrimidine deoxyribonucleoside monophosphate metabolic process,biologicalProcess
1214,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0120253,hydrocarbon catabolic process,biologicalProcess
1184,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0009177,pyrimidine deoxyribonucleoside monophosphate biosynthetic process,biologicalProcess
1215,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:1902222,erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process,biologicalProcess
1217,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0006476,protein deacetylation,biologicalProcess
1246,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0009078,pyruvate family amino acid metabolic process,biologicalProcess
1245,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0043174,nucleoside salvage,biologicalProcess
1244,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0036376,sodium ion export across plasma membrane,biologicalProcess
1243,0,0.0,1.0,0.06098017209128301,3,1.000000000002994,-,GO:0090605,submerged biofilm formation,biologicalProcess
